ParentBusinessUnit,BusinessUnit,Latitude,Longitude,StateShort,Year,Make,Model,Trim,Mileage,ListPrice,LotPrice,MSRP,MarketAveragePrice,AgeInDays,Color,InteriorColor,ReconditionCost,UnitCost,PotentialGross,Stock,VIN,Received,Transmission,Risk,PrimaryBookValue,class
Lithia Motors Inc.,Klamath Falls Toyota,42.2076,-121.7547,OR,2014,Toyota,Camry,LE,57588,13829,13829,NULL,14786.6666,NULL,Attit,NULL,NULL,9500,4329,ER392986,4T4BF1FK2ER392986,3/6/2019,Automatic,GREEN,10986,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Klamath Falls Toyota,42.2076,-121.7547,OR,2015,Toyota,Camry,SE,50851,NULL,0,0,NULL,NULL,NULL,NULL,NULL,13270,NULL,FU903389C,4T1BF1FK5FU903389,3/8/2019,Automatic,GREEN,14967,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Toyota,Camry,SE,38990,16999,16999,16999,17486.3333,7,SIL/S,NULL,1003.25,14603.25,2395.75,HU390832D,4T1BF1FK0HU390832,2/27/2019,Automatic,YELLOW,15114,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chevrolet,Traverse,LT,44051,21999,27974,27974,23437.5,173,BLK/B,NULL,1161.37,24285.12,-2286.12,HJ216912D,1GNKVGKD3HJ216912,9/14/2018,Automatic,YELLOW,21417,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Ford,Focus,SE,42174,10999,14146,14146,11970.8333,172,GRAY/,NULL,1205.94,12393.44,-1394.44,HL223889D,1FADP3F24HL223889,9/15/2018,Automatic,YELLOW,10344,4-door Compact Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Nissan,Altima,2.5 SL,40170,13999,19516,19516,15889.6,161,BLK/B,NULL,NULL,16550.31,-2551.31,HC163333D,1N4AL3AP5HC163333,9/26/2018,Automatic,YELLOW,14769,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Nissan,Rogue,SV,50665,16999,19571,19571,20120.375,140,GRN/G,NULL,1836.86,17818.11,-819.11,HP565332D,KNMAT2MV9HP565332,10/17/2018,Automatic,GREEN,15703,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2019,Jeep,Cherokee,LATITUDE,4897,21449,26499,27145,20999,99,PSC B,S5X9,NULL,22034,-585,KD164711D,1C4PJLCB9KD164711,11/27/2018,Automatic,GREEN,16622,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Ram,1500,EXPRESS,3954,25999,34702,36260,NULL,99,PW7 B,V9X8,NULL,27648,-1649,JG118456D,3C6JR7AG2JG118456,11/27/2018,Automatic,GREEN,22063,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chevrolet,Silverado 1500,LT,34871,30999,33500,NULL,33252.25,98,NULL,NULL,1243.81,30331.31,667.69,HF172111D,1GCUKREC6HF172111,11/28/2018,Automatic,YELLOW,28959,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Jeep,Compass,LATITUDE,39114,14999,16623,16623,18998,85,SIL/S,NULL,1265.74,14413.99,585.01,GD757870DC,1C4NJDEB1GD757870,12/11/2018,Automatic,GREEN,14306,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,GMC,Sierra 1500,,18292,30999,35999,34000,NULL,79,NULL,NULL,2481.03,29581.03,1417.97,JG188284D,3GTU2LEC5JG188284,12/17/2018,Automatic,YELLOW,28302,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2007,Dodge,Ram 3500,LARAMIE,177285,19999,22347,22347,15800,75,MAROO,NULL,741.21,17741.21,2257.79,7G794382D,3D7MX49A27G794382,12/21/2018,Automatic,RED,20004,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Jeep,Compass,SPORT,231,20999,20999,NULL,18425.5,65,PAU G,A7X9,NULL,21774,-775,JT401306DC,3C4NJDAB2JT401306,12/31/2018,Automatic,GREEN,17676,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2019,Jeep,Cherokee,LATITUDE,0,20999,21999,NULL,21224,65,PT6 L,S5X9,NULL,20453,546,KD164714DC,1C4PJLCB4KD164714,12/31/2018,Automatic,GREEN,16804,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2019,Jeep,Cherokee,LATITUDE,5502,20999,21999,NULL,21224,65,PFP O,S5X9,159.73,21562.73,-563.73,KD164715DC,1C4PJLCB6KD164715,12/31/2018,Automatic,GREEN,16546,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Hyundai,Sonata,SE,48000,12999,13449,13449,13963.4,65,SIL/S,NULL,NULL,11635,1364,HH501581D,5NPE24AF6HH501581,12/31/2018,Automatic,YELLOW,11827,4-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chevrolet,Impala,LT,50905,14999,15449,154449,16204.9444,65,BLK/B,NULL,NULL,14775,224,HU188635D,1G1105S37HU188635,12/31/2018,Automatic,GREEN,14403,4-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Nissan,Sentra,SV,45745,11999,13511,13511,14663,65,GRAY/,NULL,NULL,10704,1295,GL666585D,3N1AB7AP2GL666585,12/31/2018,Automatic,YELLOW,9356,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chrysler,300,300S ALLOY EDITION,19262,24999,25449,25449,NULL,65,BLK/B,NULL,NULL,24178,821,HH647034D,2C3CCABTXHH647034,12/31/2018,Automatic,GREEN,23116,4-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2006,Hyundai,Sonata,GLS,148000,3999,4999,4000,7988,57,NULL,NULL,1743.09,2743.09,1255.91,6H033081D,5NPEU46F16H033081,1/8/2019,Automatic,RED,2213,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chevrolet,Cruze,LT,39606,12999,13999,13999,14265.5277,56,RED/R,NULL,1223.97,11930.22,1068.78,HS585386D,3G1BE6SM8HS585386,1/9/2019,6-Speed A/T,GREEN,12057,4-door Compact Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2014,Ram,3500,SLT,91515,32999,34999,36000,33208,53,NULL,NULL,4850.01,31479.22,1519.78,EG270011D,3C63RRHL4EG270011,1/12/2019,Automatic,YELLOW,32156,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Toyota,Corolla,LE,32248,13449,14920,14920,14862.5833,64,RED/R,NULL,1152.94,13121.69,327.31,HC906215D,2T1BURHE9HC906215,1/1/2019,Automatic,YELLOW,13228,4-door Compact Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Ram,2500,LARAMIE,57146,34999,37999,37999,NULL,49,NULL,NULL,1433.95,30590.2,4408.8,FG544430DC,3C6TR5FT7FG544430,1/16/2019,Automatic,GREEN,35718,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Ford,Fusion Hybrid,SE,37872,15449,15999,15999,16114.8,64,GRAY/,NULL,1816.43,15022.68,426.32,JR101575D,3FA6P0LU1JR101575,1/1/2019,Automatic,YELLOW,14018,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Chevrolet,Traverse,LT,47797,21449,21999,21999,NULL,44,WHI/W,NULL,1990.27,20595.27,853.73,GJ113174D,1GNKRHKD3GJ113174,1/21/2019,Automatic,YELLOW,18216,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Ford,Focus,SE,29007,11449,11999,11999,10932.5555,44,RED/R,NULL,1185.69,10794.44,654.56,FL318811D,1FADP3F28FL318811,1/21/2019,Automatic,YELLOW,9484,4-door Compact Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chevrolet,Impala,LT,52024,15449,15999,15999,16179.9444,44,SIL/S,NULL,1898.28,15033.28,415.72,H9134121D,2G1105S37H9134121,1/21/2019,Automatic,GREEN,14289,4-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Jeep,Renegade,LATITUDE,27749,15999,16449,16449,14436,44,WHI/W,NULL,1185.43,15070.43,928.57,FPB13426DC,ZACCJABT2FPB13426,1/21/2019,Automatic,GREEN,14183,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Ram,1500,SPORT,34818,32999,33449,33449,31609.3333,40,BLU/B,NULL,2432.33,30717.33,2281.67,GS373341DC,1C6RR7UT3GS373341,1/25/2019,Automatic,GREEN,29005,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Jeep,Renegade,LATITUDE,32831,15999,15999,15999,22336,40,WHI/W,NULL,2045.92,15480.92,518.08,HPG66790DC,ZACCJABB1HPG66790,1/25/2019,Automatic,GREEN,14737,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Chrysler,Pacifica,LIMITED,29349,30999,30999,NULL,28994,37,NULL,NULL,1106.6,26187.85,4811.15,HR505088D,2C4RC1GG9HR505088,1/28/2019,Automatic,YELLOW,28092,2WD Minivans
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Ford,Escape,SE,56553,17871,17871,17871,18653.6666,36,NULL,NULL,1740.98,14840.98,3030.02,HUA26004D,1FMCU9G91HUA26004,1/29/2019,Automatic,GREEN,14797,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2006,GMC,Sierra Denali, ,178942,NULL,0,NULL,NULL,35,Black,NULL,122.83,6622.83,NULL,61316743D,2GTEK63N361316743,1/30/2019,Automatic,RED,7669,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Kia,Sportage,LX,79529,13999,13999,13999,NULL,35,BLU/B,NULL,1554.49,13081.99,917.01,G7844265D,KNDPBCAC7G7844265,1/30/2019,Automatic,YELLOW,11892,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2013,Jeep,Wrangler Unlimited,SAHARA,48571,29999,29999,29999,24745.5,35,GRN/G,NULL,1402.94,24062.94,5936.06,DL604438D,1C4BJWEG9DL604438,1/30/2019,Automatic,GREEN,26102,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Chevrolet,Tahoe,LT,41849,42999,42999,42999,44501.5,34,WHI/W,NULL,1164.53,37764.53,5234.47,JR115491D,1GNSKBKC1JR115491,1/31/2019,Automatic,YELLOW,39959,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Chrysler,200,LIMITED,35453,13999,13999,13999,14250,50,RED/R,NULL,1151.58,12612.83,1386.17,GN124934DC,1C3CCCAB3GN124934,1/15/2019,Automatic,GREEN,11923,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Dodge,Journey,R/T,62363,16999,16999,16999,NULL,34,RED/R,NULL,150.25,13005.25,3993.75,GT246641D,3C4PDCEG6GT246641,1/31/2019,Automatic,GREEN,14561,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Dodge,Durango,SXT,71237,23999,23999,23999,NULL,36,WHI/W,NULL,2091.97,21781.97,2217.03,HC897289D,1C4RDJAG7HC897289,1/29/2019,Automatic,YELLOW,20275,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Ram,1500,LONGHORN,27102,39489,39489,38700,35156,34,Brigh,ULX9,1956.28,35506.28,3982.72,GS192587D,1C6RR7PM0GS192587,1/31/2019,Automatic,GREEN,34811,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2009,Honda,Element,EX,210459,NULL,0,8200,NULL,34,RED/R,GY,1638.33,5138.33,NULL,9L005414D,5J6YH28789L005414,1/31/2019,5-Speed A/T,RED,6390,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Honda,CR-V,EX,28053,19999,20422,20422,18994,32,NULL,NULL,1107.19,17107.19,2891.81,FH694960D,2HKRM4H55FH694960,2/2/2019,CVT Transmission,YELLOW,18919,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Ram,1500,LONGHORN,103267,26449,27130,27130,27000,28,Brigh,DJU1,1321.56,22321.56,4127.44,GS127547D,1C6RR7PT5GS127547,2/6/2019,Automatic,YELLOW,23649,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2001,Jeep,Grand Cherokee,LAREDO,175706,3449,3449,3600,NULL,27,NULL,NULL,82.31,581.31,2867.69,1C535724D,1J4GW48NX1C535724,2/7/2019,Automatic,RED,1574,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Dodge,Challenger,SXT,33350,20999,20999,21500,NULL,25,GRAY/,NULL,1139.85,16427.35,4571.65,GH345759D,2C3CDZAG3GH345759,2/9/2019,Automatic,YELLOW,20802,2-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2013,Ram,3500,SLT,331131,18999,18999,19800,37119.75,23,GLD/G,BRN,NULL,9000,9999,DG601299D,3C63RRHL1DG601299,2/11/2019,Automatic,RED,17890,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Jeep,Renegade,LATITUDE,37480,17999,15999,15999,NULL,23,TAN/T,NULL,1208.3,14543.3,3455.7,GPC60671DC,ZACCJABT2GPC60671,2/11/2019,Automatic,GREEN,16543,2WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Dodge,Dart,SXT,65731,9999,10995,10995,13599,23,GRAY/,NULL,2141.54,8893.14,1105.86,FD330199DC,1C3CDFBB8FD330199,2/11/2019,Automatic,GREEN,8267,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2005,Ford,F-150,FX4,138579,9999,10800,10800,12877,21,White,NULL,752.93,4252.93,5746.07,5KE59931D,1FTPW145X5KE59931,2/13/2019,Automatic,RED,6861,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2011,Chevrolet,Impala,LT RETAIL,101909,5999,5999,7000,NULL,20,SILVE,NULL,NULL,1500,4499,B1103001D,2G1WB5EK6B1103001,2/14/2019,Automatic,RED,4565,4-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2012,Scion,tC,,75072,8999,9811,9811,NULL,18,NULL,NULL,2062.19,6562.19,2436.81,C3024147D,JTKJF5C7XC3024147,2/16/2019,Manual,YELLOW,6415,2-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Jeep,Renegade,LATITUDE,6355,23999,26999,NULL,19340.5,27,NULL,NULL,NULL,22219,1780,JPG97617D,ZACCJBBB5JPG97617,2/7/2019,N/A,GREEN,17354,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2019,Jeep,Cherokee,LATITUDE,6817,23999,27999,26940,NULL,27,PSC B,Cloth,NULL,23167,832,KD189380D,1C4PJMCX3KD189380,2/7/2019,Automatic,GREEN,17992,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2019,Jeep,Cherokee,LATITUDE,1247,23999,28499,26940,21556,27,PRV V,Cloth,NULL,22568,1431,KD157124D,1C4PJMCB6KD157124,2/7/2019,Automatic,GREEN,17541,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2007,Subaru,Legacy,I,165570,5999,6300,6300,NULL,11,BLU/B,NULL,1389.16,2389.16,3609.84,77328175D,4S4BP61C077328175,2/23/2019,4-Speed A/T,RED,3098,Mid-Size Wagon
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Jeep,Renegade,SPORT,15930,16999,17500,17500,17244.5,11,PB1 J,A7X9,1183.63,14683.63,2315.37,HPF90806DC,ZACCJBAB5HPF90806,2/23/2019,Automatic,GREEN,15030,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2012,Ford,F-150,LARIAT,115507,20800,20800,20800,23811.4,9,NULL,NULL,917.18,13917.18,6882.82,CFB86222D,1FTFW1ET9CFB86222,2/25/2019,Automatic,YELLOW,17403,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Volkswagen,Tiguan,SEL PREMIUM,8411,33151,33151,33151,NULL,8,BLACK,NULL,1148.84,27648.84,5502.16,JM124082D,3VV4B7AXXJM124082,2/26/2019,8-Speed A/T,YELLOW,30049,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2019,Ram,1500,BIG HORN/LONE STAR,4897,NULL,0,NULL,36995.5,7,PAU G,T9X9,NULL,48208,NULL,KN555986D,1C6SRFFT6KN555986,2/27/2019,Automatic,GREEN,37649,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2014,MINI,Cooper Countryman,JOHN COOPER WORKS,80787,17999,17999,17999,NULL,7,BLK/B,NULL,NULL,13865,4134,EWM28873D,WMWXD1C53EWM28873,2/27/2019,Automatic,YELLOW,16747,4-door Compact Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2004,Honda,Pilot,EX,151830,5975,5975,5975,NULL,6,NULL,NULL,NULL,1000,4975,4H565786D,2HKYF18634H565786,2/28/2019,Automatic,RED,2886,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2014,Chevrolet,Malibu,LT,64325,11866,11866,11866,11555.5,6,Red,NULL,2022.04,9022.04,2843.96,EF276404D,1G11C5SL2EF276404,2/28/2019,Automatic,GREEN,10094,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2003,Dodge,Caravan,SPORT,129762,3600,3600,3600,NULL,20,Blue,NULL,82.31,83.31,3516.69,3R285640D,2D4GP44373R285640,2/14/2019,Automatic,RED,1440,2WD Minivans
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2005,Honda,Accord,LX,162912,4900,4900,4900,NULL,4,SIL/S,NULL,NULL,1000,3900,5A040250D,1HGCM55455A040250,3/2/2019,Manual,RED,2767,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Nissan,Altima,2.5,62796,12500,12500,12500,13913.8333,4,Silve,NULL,1085.49,7085.49,5414.51,EC277801D,1N4AL3AP5FC277801,3/2/2019,Automatic,YELLOW,10020,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Ram,1500,SPORT,63581,NULL,0,30600,31956.75,4,BLK/B,NULL,1370.98,26870.98,NULL,GS373064D,1C6RR7UT3GS373064,3/2/2019,Automatic,GREEN,26955,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Hyundai,Elantra,SE,37105,11995,11995,11995,12999,6,PRL/P,NULL,NULL,10052,1943,GH734511D,5NPDH4AEXGH734511,2/28/2019,N/A,YELLOW,10653,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Toyota,Corolla,LE,39842,13999,13999,13999,14816.75,6,GRAY/,NULL,NULL,12286,1713,HP707388D,5YFBURHE9HP707388,2/28/2019,Automatic,YELLOW,12858,4-door Compact Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Chevrolet,Malibu,LT,33750,15999,15999,15999,17637.5294,6,WHI/W,NULL,NULL,14136,1863,JF123978D,1G1ZD5ST7JF123978,2/28/2019,Automatic,GREEN,15167,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Dodge,Challenger,R/T,21450,25999,25999,24469,NULL,1,WHITE,NULL,1121.46,20121.46,5877.54,FH924041DCU,2C3CDZAT9FH924041,3/5/2019,Automatic,YELLOW,23294,2-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2017,Ford,Explorer,XLT,30598,NULL,0,28500,NULL,1,NULL,NULL,NULL,22000,NULL,HGA87567D,1FM5K8DH5HGA87567,3/5/2019,Automatic,GREEN,25108,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2016,Ram,1500,REBEL,75066,31297,31297,31297,33000,1,Red,NULL,884.1,26884.1,4412.9,GS212737D,1C6RR7YTXGS212737,3/5/2019,Automatic,YELLOW,27907,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2015,Ram,2500,TRADESMAN,42250,NULL,0,30497,NULL,1,Flame,X8,NULL,27000,NULL,GF510251DC,3C6UR5CJ3FG510251,3/5/2019,Manual,GREEN,29314,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2012,Ford,F-150,PLATINUM,95719,25248,25248,25248,23366.6,NULL,BLACK,NULL,NULL,15000,10248,CFB66833D,1FTFW1ET4CFB66833,3/6/2019,Automatic,YELLOW,22413,4WD Standard Pickup Trucks
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2018,Nissan,Murano,SV,17825,24999,24999,24999,25799.8333,NULL,SIL/S,NULL,NULL,21844,3155,JN108385D,5N1AZ2MH6JN108385,2/28/2019,Automatic,YELLOW,22129,Mid-Size Wagon
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2002,Subaru,Legacy,OUTBACK,208028,3094,3094,3094,NULL,NULL,Red,NULL,103.11,104.11,2989.89,27628010D,4S3BH665527628010,3/7/2019,Automatic,RED,1014,Mid-Size Wagon
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2005,Kia,Amanti, ,212875,NULL,0,3200,NULL,NULL,Silve,NULL,99.95,100.95,NULL,55063849D,KNALD124355063849,2/12/2019,Automatic,RED,1039,4-door Large Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2010,Chevrolet,Traverse,LT W/1LT,102000,10800,10800,10800,NULL,NULL,WHITE,NULL,NULL,3000,7800,AJ212185D,1GNLVFED0AJ212185,3/8/2019,Automatic,RED,7368,4WD Sport Utility Vehicles
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2012,Mazda,MAZDA6,I SPORT,104230,NULL,0,7300,NULL,NULL,NULL,NULL,NULL,1000,NULL,C5M03803D,1YVHZ8BH8C5M03803,3/7/2019,Automatic,YELLOW,4681,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Twin Falls CJD,42.5913,-114.457,ID,2005,Dodge,Neon,SXT,123623,NULL,0,0,NULL,NULL,Maroo,NULL,1286.43,1287.43,NULL,5D211244D,1B3ES56C75D211244,2/23/2019,Automatic,RED,1984,4-door Compact Passenger Car
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2010,Jeep,Patriot,SPORT,118743,NULL,0,NULL,NULL,4,WHITE,NULL,NULL,3000,NULL,608905V,1J4NT2GBXAD608905,3/2/2019,Automatic,RED,4019,2WD Sport Utility Vehicles
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2017,Kia,Soul,+,36573,12484,18999,12484,14639.8333,146,BLU/B,NULL,1203.15,14243.4,-1759.4,415092F,KNDJP3A52H7415092,10/11/2018,Automatic,YELLOW,12941,Small Wagon
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2014,Ram,1500,Longhorn,68718,28984,36999,29984,31472,123,SIL/S,NULL,3225.03,29693.78,-709.78,343863F,1C6RR7WM0ES343863,11/3/2018,Automatic,GREEN,29520,4WD Standard Pickup Trucks
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2017,Chevrolet,Cruze,LT,35504,11984,16999,11984,15025.7209,112,RED/R,NULL,1062.36,12871.36,-887.36,256448F,1G1BE5SM2H7256448,11/14/2018,6-Speed A/T,YELLOW,12047,4-door Compact Passenger Car
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,1995,Dodge,Ram 2500 Chassis Cab, ,187526,NULL,0,NULL,NULL,109,WHI/W,NULL,NULL,400,NULL,165572V,1B6KC26Z5SS165572,11/17/2018,N/A,RED,1338,2WD Light Duty Chassis-Cab Trucks
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2016,Scion,tC,,37615,12984,18999,13984,14874,96,Magne,NULL,148.16,13747.91,-763.91,GJ023276F,JTKJF5C73GJ023276,11/30/2018,Automatic,YELLOW,13603,2-door Compact Passenger Car
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2014,Ford,Fusion,SE,30780,12984,18999,12984,12892.75,89,RED,NULL,1291.16,13428.66,-444.66,291764F,3FA6P0HD1ER291764,12/7/2018,Automatic,YELLOW,12728,4-door Mid-Size Passenger Car
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2005,Porsche,Boxster, ,52073,14984,18999,14984,NULL,65,BK/Bl,NULL,1583.32,14652.07,331.93,710374F,WP0CA29885U710374,12/31/2018,N/A,RED,11917,Two-seater Passenger Car
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2018,Ford,EcoSport,SE,5129,19984,25999,19984,23801.8846,78,Smoke,SMOKE,688.75,22077.75,-2093.75,162508F,MAJ6P1UL2JC162508,12/18/2018,Automatic,YELLOW,16951,4WD Sport Utility Vehicles
Lithia Motors Inc.,Crater Lake Ford Lincoln Mazda,42.3556,-122.8771,OR,2016,Lincoln,Navigator L,Select,5873,40984,48999,40984,NULL,78,White,NULL,569.65,50814.4,-9830.4,L01279F,5LMJJ3HT6GEL01279,12/18/2018,Automatic,YELLOW,36961,2WD Sport Utility Vehicles
